Reward,Time,Seed
16,0.000999927520752,(1, 2, 3, 4, 6)
26,0.00200009346008,(1, 2, 3, 4, 6)
33,0.00200009346008,(1, 2, 3, 4, 6)
29,0.000999927520752,(1, 2, 3, 4, 6)
17,0.00300002098083,(1, 2, 3, 4, 6)
10,0.0019998550415,(1, 2, 3, 4, 6)
23,0.00200009346008,(1, 2, 3, 4, 6)
29,0.000999927520752,(1, 2, 3, 4, 6)
9,0.00200009346008,(1, 2, 3, 4, 6)
23,0.00200009346008,(1, 2, 3, 4, 6)
17,0.000999927520752,(1, 2, 3, 4, 6)
32,0.00200009346008,(1, 2, 3, 4, 6)
10,0.0019998550415,(1, 2, 3, 4, 6)
17,0.00200009346008,(1, 2, 3, 4, 6)
15,0.0019998550415,(1, 2, 3, 4, 6)
18,0.00200009346008,(1, 2, 3, 4, 6)
13,0.000999927520752,(1, 2, 3, 4, 6)
33,0.00200009346008,(1, 2, 3, 4, 6)
4,0.0019998550415,(1, 2, 3, 4, 6)
19,0.00200009346008,(1, 2, 3, 4, 6)
12,0.00200009346008,(1, 2, 3, 4, 6)
24,0.000999927520752,(1, 2, 3, 4, 6)
23,0.00200009346008,(1, 2, 3, 4, 6)
31,0.0019998550415,(1, 2, 3, 4, 6)
7,0.00100016593933,(1, 2, 3, 4, 6)
19,0.0019998550415,(1, 2, 3, 4, 6)
25,0.00200009346008,(1, 2, 3, 4, 6)
22,0.0019998550415,(1, 2, 3, 4, 6)
25,0.00200009346008,(1, 2, 3, 4, 6)
19,0.00200009346008,(1, 2, 3, 4, 6)
24,0.0019998550415,(1, 2, 3, 4, 6)
31,0.00200009346008,(1, 2, 3, 4, 6)
19,0.000999927520752,(1, 2, 3, 4, 6)
26,0.00200009346008,(1, 2, 3, 4, 6)
31,0.0019998550415,(1, 2, 3, 4, 6)
9,0.00200009346008,(1, 2, 3, 4, 6)
8,0.00200009346008,(1, 2, 3, 4, 6)
17,0.0019998550415,(1, 2, 3, 4, 6)
6,0.000999927520752,(1, 2, 3, 4, 6)
27,0.00300002098083,(1, 2, 3, 4, 6)
29,0.00200009346008,(1, 2, 3, 4, 6)
17,0.00200009346008,(1, 2, 3, 4, 6)
9,0.0019998550415,(1, 2, 3, 4, 6)
29,0.00200009346008,(1, 2, 3, 4, 6)
18,0.000999927520752,(1, 2, 3, 4, 6)
25,0.00200009346008,(1, 2, 3, 4, 6)
22,0.0019998550415,(1, 2, 3, 4, 6)
11,0.00100016593933,(1, 2, 3, 4, 6)
14,0.00300002098083,(1, 2, 3, 4, 6)
23,0.000999927520752,(1, 2, 3, 4, 6)
10,0.0019998550415,(1, 2, 3, 4, 6)
22,0.00100016593933,(1, 2, 3, 4, 6)
16,0.0019998550415,(1, 2, 3, 4, 6)
33,0.00200009346008,(1, 2, 3, 4, 6)
14,0.000999927520752,(1, 2, 3, 4, 6)
20,0.00200009346008,(1, 2, 3, 4, 6)
12,0.0019998550415,(1, 2, 3, 4, 6)
18,0.00100016593933,(1, 2, 3, 4, 6)
11,0.0019998550415,(1, 2, 3, 4, 6)
28,0.00200009346008,(1, 2, 3, 4, 6)
26,0.00300002098083,(1, 2, 3, 4, 6)
17,0.000999927520752,(1, 2, 3, 4, 6)
22,0.00200009346008,(1, 2, 3, 4, 6)
27,0.000999927520752,(1, 2, 3, 4, 6)
20,0.00200009346008,(1, 2, 3, 4, 6)
14,0.0019998550415,(1, 2, 3, 4, 6)
13,0.00100016593933,(1, 2, 3, 4, 6)
21,0.0019998550415,(1, 2, 3, 4, 6)
6,0.00200009346008,(1, 2, 3, 4, 6)
25,0.0019998550415,(1, 2, 3, 4, 6)
27,0.00200009346008,(1, 2, 3, 4, 6)
24,0.00200009346008,(1, 2, 3, 4, 6)
25,0.0019998550415,(1, 2, 3, 4, 6)
37,0.00200009346008,(1, 2, 3, 4, 6)
15,0.0019998550415,(1, 2, 3, 4, 6)
18,0.00200009346008,(1, 2, 3, 4, 6)
20,0.00200009346008,(1, 2, 3, 4, 6)
4,0.0019998550415,(1, 2, 3, 4, 6)
19,0.00200009346008,(1, 2, 3, 4, 6)
15,0.000999927520752,(1, 2, 3, 4, 6)
17,0.00300002098083,(1, 2, 3, 4, 6)
33,0.00200009346008,(1, 2, 3, 4, 6)
19,0.000999927520752,(1, 2, 3, 4, 6)
13,0.00200009346008,(1, 2, 3, 4, 6)
18,0.0019998550415,(1, 2, 3, 4, 6)
15,0.00200009346008,(1, 2, 3, 4, 6)
10,0.000999927520752,(1, 2, 3, 4, 6)
13,0.00200009346008,(1, 2, 3, 4, 6)
22,0.0019998550415,(1, 2, 3, 4, 6)
25,0.00200009346008,(1, 2, 3, 4, 6)
18,0.000999927520752,(1, 2, 3, 4, 6)
16,0.00200009346008,(1, 2, 3, 4, 6)
6,0.000999927520752,(1, 2, 3, 4, 6)
25,0.00200009346008,(1, 2, 3, 4, 6)
19,0.0019998550415,(1, 2, 3, 4, 6)
2,0.00100016593933,(1, 2, 3, 4, 6)
3,0.0019998550415,(1, 2, 3, 4, 6)
25,0.00200009346008,(1, 2, 3, 4, 6)
24,0.000999927520752,(1, 2, 3, 4, 6)
13,0.00100016593933,(1, 2, 3, 4, 6)
25,0.0019998550415,(1, 2, 3, 4, 6)
15,0.00200009346008,(1, 2, 3, 4, 6)
18,0.000999927520752,(1, 2, 3, 4, 6)
10,0.00200009346008,(1, 2, 3, 4, 6)
34,0.0019998550415,(1, 2, 3, 4, 6)
19,0.00100016593933,(1, 2, 3, 4, 6)
24,0.0019998550415,(1, 2, 3, 4, 6)
15,0.00100016593933,(1, 2, 3, 4, 6)
16,0.0019998550415,(1, 2, 3, 4, 6)
14,0.00200009346008,(1, 2, 3, 4, 6)
24,0.000999927520752,(1, 2, 3, 4, 6)
19,0.00200009346008,(1, 2, 3, 4, 6)
7,0.000999927520752,(1, 2, 3, 4, 6)
7,0.00300002098083,(1, 2, 3, 4, 6)
23,0.0019998550415,(1, 2, 3, 4, 6)
33,0.00100016593933,(1, 2, 3, 4, 6)
19,0.0019998550415,(1, 2, 3, 4, 6)
27,0.00200009346008,(1, 2, 3, 4, 6)
20,0.00200009346008,(1, 2, 3, 4, 6)
27,0.0019998550415,(1, 2, 3, 4, 6)
19,0.00100016593933,(1, 2, 3, 4, 6)
31,0.0019998550415,(1, 2, 3, 4, 6)
23,0.00200009346008,(1, 2, 3, 4, 6)
35,0.0019998550415,(1, 2, 3, 4, 6)
29,0.00200009346008,(1, 2, 3, 4, 6)
5,0.00200009346008,(1, 2, 3, 4, 6)
21,0.0019998550415,(1, 2, 3, 4, 6)
30,0.000999927520752,(1, 2, 3, 4, 6)
20,0.00200009346008,(1, 2, 3, 4, 6)
21,0.00200009346008,(1, 2, 3, 4, 6)
17,0.0019998550415,(1, 2, 3, 4, 6)
13,0.00100016593933,(1, 2, 3, 4, 6)
25,0.0019998550415,(1, 2, 3, 4, 6)
24,0.00200009346008,(1, 2, 3, 4, 6)
17,0.000999927520752,(1, 2, 3, 4, 6)
24,0.00200009346008,(1, 2, 3, 4, 6)
19,0.0019998550415,(1, 2, 3, 4, 6)
25,0.00200009346008,(1, 2, 3, 4, 6)
22,0.00200009346008,(1, 2, 3, 4, 6)
35,0.0019998550415,(1, 2, 3, 4, 6)
32,0.00200009346008,(1, 2, 3, 4, 6)
16,0.0019998550415,(1, 2, 3, 4, 6)
