Reward,Time,Seed
1614;387.601999998;[(1,), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (85,), ()]
1649;399.296000004;[(1,), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (188,), ()]
1553;403.084000111;[(1,), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), ()]
1622;395.323999882;[(1,), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), ()]
1507;399.821000099;[(1,), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (27,), (), ()]
1586;399.619999886;[(1,), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), ()]
1663;385.604000092;[(1,), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (85,), (), (), ()]
1768;381.48300004;[(1,), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), ()]
1692;394.759000063;[(1,), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), ()]
1557;391.053999901;[(1,), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), ()]
