Reward,Time,Seed
182;41.1150000095;[(1,), (), (), (), (), (), (), (), (), (), (), (), (), (), (2,), (), (), (48,), (), ()]
191;40.2209999561;[(1,), (), (), (), (), (), (), (), (), (), (), (), (), (33,), (28,), (), (), (), (48,), ()]
35;48.4639999866;[(1,), (), (), (), (0,), (), (), (22,), (), (), (), (2,), (), (), (), (), (), (), (), ()]
171;41.0730001926;[(1,), (), (), (), (), (), (), (), (), (), (), (80,), (), (44,), (), (), (), (23,), (), ()]
162;41.8379998207;[(1,), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (3,), (), ()]
132;42.245000124;[(1,), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (24,), (), (), ()]
137;44.4869999886;[(1,), (), (), (0,), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), ()]
70;46.131000042;[(1,), (), (), (), (0,), (), (), (), (), (), (), (), (), (), (), (), (22,), (), (), ()]
145;42.2779998779;[(1,), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), ()]
185;40.4730000496;[(1,), (), (), (), (), (), (), (), (), (), (), (), (27,), (), (20,), (), (80,), (), (), ()]
