Reward,Time,Actions
108;49.5410001278;[(106,), (448,), (), (96,), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), ()]
152;40.0179998875;[(83, 125, 297, 430), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (162,), ()]
167;44.3580000401;[(235,), (405,), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (370,), (), ()]
127;45.1779999733;[(61, 75, 108, 382), (), (), (), (), (), (), (), (), (), (), (), (174,), (), (218,), (), (16,), (), (), ()]
152;43.998000145;[(114,), (99,), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (19,), ()]
166;61.6339998245;[(45,), (), (181,), (), (), (359,), (380,), (), (351,), (), (124,), (), (), (), (), (), (), (), (), ()]
129;48.4850001335;[(108, 345, 421), (), (), (), (), (49,), (), (), (), (), (), (), (), (), (), (), (), (), (), ()]
175;49.0950000286;[(278,), (447,), (368,), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), ()]
148;49.7079999447;[(78,), (), (250,), (367,), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), ()]
157;40.5759999752;[(25, 239, 390), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), ()]
