Reward,Time,Seed
7;37.0920000076;[(380,), (), (160,), (), (), (187,), (), (), (), (41,), (), (60,), (), (), (), (63,), (), (190,), (), ()]
5;37.0039999485;[(), (160,), (), (60,), (), (), (), (), (), (187,), (), (249,), (), (), (), (380,), (), (), (41,), ()]
10;37.111000061;[(), (160,), (), (187,), (), (), (), (), (), (249,), (), (380,), (), (), (), (63,), (), (), (), ()]
-1;39.6459999084;[(380,), (), (60,), (), (), (160,), (), (187,), (), (63,), (), (), (41,), (), (), (190,), (), (), (249,), ()]
4;38.1670000553;[(160,), (), (), (187,), (), (60,), (), (), (380,), (), (), (63,), (), (), (41,), (), (), (190,), (), ()]
10;36.8069999218;[(), (160,), (), (187,), (), (), (), (380,), (), (60,), (), (41,), (), (), (), (), (63,), (), (), ()]
6;37.5770001411;[(), (160,), (), (187,), (), (49,), (), (), (), (60,), (), (), (41,), (), (107,), (), (190,), (63,), (), ()]
23;35.878000021;[(380,), (), (), (), (), (160,), (49,), (), (187,), (), (60,), (), (), (), (), (), (), (), (), ()]
1;37.3959999084;[(), (160,), (), (60,), (), (187,), (), (), (), (249,), (), (380,), (), (), (173,), (), (190,), (), (), ()]
-3;38.2720000744;[(60,), (), (187,), (), (), (), (41,), (), (160,), (), (380,), (), (190,), (), (), (63,), (), (366,), (), ()]
