# Undirected graph (each unordered pair of nodes is saved once): G_pa.txt_500.txt
# Nodes: 500 Edges: 2485
# NodeId	NodeId
0	1
0	2
0	3
0	4
0	5
0	8
0	9
0	12
0	15
0	16
0	17
0	21
0	23
0	30
0	31
0	34
0	40
0	45
0	60
0	62
0	86
0	87
0	96
0	101
0	110
0	112
0	118
0	119
0	122
0	124
0	125
0	133
0	150
0	157
0	158
0	168
0	189
0	191
0	192
0	225
0	241
0	262
0	268
0	281
0	290
0	293
0	335
0	348
0	352
0	396
0	397
0	422
0	423
0	448
0	496
1	2
1	3
1	4
1	5
1	6
1	7
1	8
1	9
1	11
1	12
1	14
1	17
1	21
1	22
1	23
1	25
1	26
1	36
1	41
1	48
1	54
1	59
1	61
1	74
1	83
1	89
1	90
1	91
1	93
1	96
1	113
1	116
1	126
1	130
1	132
1	153
1	156
1	162
1	164
1	192
1	208
1	223
1	228
1	238
1	241
1	245
1	259
1	261
1	302
1	323
1	347
1	358
1	408
1	417
1	479
2	3
2	4
2	5
2	6
2	7
2	11
2	14
2	15
2	17
2	19
2	20
2	28
2	29
2	31
2	33
2	35
2	38
2	39
2	40
2	45
2	50
2	53
2	67
2	70
2	71
2	84
2	87
2	102
2	112
2	116
2	117
2	121
2	123
2	126
2	128
2	129
2	130
2	133
2	147
2	153
2	154
2	173
2	183
2	213
2	227
2	230
2	250
2	262
2	265
2	267
2	275
2	298
2	311
2	314
2	320
2	322
2	330
2	333
2	340
2	358
2	367
2	369
2	386
2	412
2	416
2	485
3	4
3	5
3	6
3	7
3	8
3	9
3	10
3	12
3	13
3	15
3	18
3	20
3	21
3	32
3	41
3	42
3	46
3	49
3	52
3	53
3	54
3	56
3	64
3	65
3	74
3	81
3	85
3	93
3	97
3	98
3	103
3	105
3	116
3	119
3	135
3	136
3	137
3	140
3	148
3	158
3	162
3	166
3	170
3	176
3	178
3	199
3	200
3	247
3	253
3	257
3	272
3	282
3	299
3	328
3	345
3	362
3	384
3	398
3	401
3	405
3	408
3	431
3	436
3	451
3	453
3	476
4	5
4	6
4	9
4	11
4	14
4	16
4	18
4	33
4	40
4	47
4	56
4	59
4	62
4	66
4	71
4	75
4	76
4	88
4	101
4	102
4	115
4	118
4	120
4	127
4	149
4	167
4	170
4	172
4	173
4	235
4	243
4	252
4	276
4	284
4	290
4	297
4	314
4	327
4	369
4	382
4	408
4	415
4	469
4	478
5	6
5	7
5	10
5	11
5	12
5	13
5	17
5	19
5	21
5	22
5	23
5	24
5	26
5	28
5	29
5	30
5	31
5	32
5	34
5	36
5	38
5	39
5	46
5	52
5	57
5	60
5	61
5	63
5	70
5	73
5	77
5	78
5	81
5	84
5	90
5	91
5	101
5	105
5	120
5	122
5	126
5	129
5	139
5	148
5	151
5	152
5	161
5	162
5	164
5	203
5	224
5	228
5	252
5	254
5	277
5	297
5	305
5	322
5	326
5	345
5	353
5	356
5	372
5	401
5	407
5	425
5	441
5	453
5	458
5	474
5	499
6	7
6	8
6	9
6	13
6	19
6	20
6	28
6	44
6	45
6	68
6	110
6	112
6	135
6	151
6	182
6	186
6	203
6	269
6	296
6	301
6	342
6	344
6	409
6	414
6	420
6	489
7	8
7	10
7	13
7	14
7	15
7	16
7	18
7	19
7	22
7	25
7	27
7	30
7	31
7	32
7	34
7	36
7	37
7	43
7	46
7	48
7	49
7	51
7	55
7	57
7	59
7	61
7	66
7	78
7	80
7	84
7	86
7	88
7	92
7	104
7	108
7	114
7	128
7	130
7	137
7	145
7	147
7	155
7	158
7	168
7	191
7	200
7	206
7	210
7	213
7	215
7	226
7	241
7	245
7	259
7	263
7	272
7	275
7	278
7	290
7	293
7	296
7	306
7	345
7	366
7	383
7	399
7	400
7	401
7	412
7	414
7	430
7	439
7	442
7	468
7	493
8	10
8	11
8	15
8	24
8	31
8	33
8	39
8	57
8	65
8	99
8	107
8	124
8	135
8	179
8	193
8	337
8	388
8	429
8	470
8	471
9	10
9	13
9	14
9	17
9	29
9	46
9	48
9	57
9	70
9	72
9	118
9	128
9	141
9	148
9	168
9	183
9	207
9	209
9	212
9	234
9	279
9	340
9	364
9	397
9	416
9	457
9	464
9	494
9	495
10	12
10	16
10	20
10	22
10	24
10	26
10	29
10	33
10	39
10	40
10	46
10	58
10	60
10	63
10	68
10	82
10	93
10	99
10	124
10	161
10	165
10	180
10	185
10	203
10	205
10	212
10	222
10	223
10	243
10	263
10	308
10	325
10	364
10	367
10	381
10	392
10	399
10	404
10	405
10	451
10	466
10	468
10	478
10	487
10	494
11	24
11	51
11	92
11	165
11	210
11	273
11	432
12	47
12	62
12	83
12	84
12	86
12	107
12	117
12	142
12	145
12	181
12	190
12	201
12	249
12	265
12	324
12	328
12	339
12	343
12	406
12	417
12	478
12	487
13	21
13	29
13	37
13	44
13	45
13	50
13	51
13	76
13	93
13	103
13	138
13	161
13	181
13	182
13	193
13	199
13	201
13	211
13	214
13	231
13	252
13	259
13	305
13	307
13	342
13	362
13	368
13	380
13	418
13	420
13	448
13	490
14	16
14	19
14	27
14	43
14	49
14	74
14	83
14	85
14	101
14	102
14	107
14	113
14	143
14	152
14	154
14	160
14	163
14	165
14	217
14	266
14	281
14	291
14	310
14	312
14	325
14	326
14	383
14	462
15	38
15	57
15	71
15	74
15	89
15	132
15	175
15	196
15	224
15	295
16	18
16	23
16	37
16	64
16	69
16	73
16	80
16	81
16	82
16	90
16	97
16	102
16	109
16	133
16	154
16	157
16	187
16	189
16	196
16	202
16	236
16	248
16	353
16	379
16	420
16	434
16	488
16	494
17	18
17	22
17	24
17	30
17	63
17	88
17	111
17	130
17	158
17	160
17	166
17	226
17	239
17	309
17	372
17	381
17	417
17	424
17	431
17	450
17	455
17	482
18	25
18	27
18	42
18	52
18	65
18	82
18	86
18	103
18	142
18	144
18	208
18	210
18	261
18	283
18	316
18	318
18	360
18	376
18	426
19	20
19	32
19	36
19	42
19	43
19	75
19	96
19	119
19	134
19	150
19	158
19	184
19	187
19	200
19	235
19	240
19	256
19	308
19	330
19	338
19	375
19	402
19	430
19	487
20	34
20	48
20	79
20	92
20	165
20	167
20	184
20	197
20	225
20	246
20	250
20	311
20	320
20	366
20	375
20	475
21	23
21	30
21	33
21	69
21	106
21	120
21	159
21	179
21	194
21	217
21	271
21	350
21	436
21	440
21	486
21	492
22	25
22	34
22	41
22	42
22	44
22	60
22	65
22	67
22	94
22	108
22	113
22	115
22	141
22	155
22	172
22	174
22	177
22	183
22	185
22	190
22	192
22	203
22	224
22	232
22	233
22	253
22	254
22	260
22	280
22	288
22	318
22	322
22	361
22	370
22	373
22	374
22	378
22	382
22	411
22	418
22	422
22	426
22	433
22	454
22	464
22	467
23	25
23	26
23	27
23	28
23	32
23	41
23	49
23	50
23	52
23	53
23	73
23	79
23	83
23	105
23	159
23	167
23	171
23	183
23	214
23	238
23	241
23	251
23	309
23	342
23	416
23	422
23	452
23	460
23	465
23	468
23	469
23	491
24	27
24	28
24	35
24	38
24	72
24	78
