# Directed graph: G_rmat_200.txt 
# Nodes: 200 Edges: 1000
# FromNodeId	ToNodeId
0	1
0	2
0	3
0	4
0	5
0	6
0	7
0	9
0	10
0	11
0	12
0	13
0	15
0	16
0	18
0	20
0	25
0	26
0	27
0	28
0	29
0	30
0	31
0	32
0	34
0	37
0	38
0	40
0	41
0	42
0	43
0	44
0	46
0	50
0	51
0	52
0	53
0	54
0	56
0	57
0	58
0	59
0	60
0	61
0	62
0	63
0	64
0	68
0	71
0	73
0	75
0	76
0	77
0	78
0	81
0	84
0	87
0	88
0	90
0	91
0	93
0	100
0	102
0	103
0	106
0	107
0	109
0	112
0	113
0	119
0	125
0	126
0	131
0	143
0	150
0	151
0	152
0	153
0	156
0	162
0	163
0	175
0	176
0	181
0	187
0	188
1	0
1	3
1	6
1	9
1	12
1	14
1	15
1	18
1	25
1	28
1	31
1	34
1	37
1	50
1	53
1	56
1	62
1	68
1	73
1	75
1	78
1	81
1	100
1	106
1	112
1	115
1	143
1	150
1	168
1	175
1	187
2	0
2	3
2	6
2	25
2	31
2	37
2	50
2	54
2	56
2	59
2	75
2	81
2	150
2	153
2	193
3	0
3	1
3	2
3	6
3	7
3	12
3	13
3	18
3	25
3	26
3	27
3	28
3	31
3	32
3	33
3	37
3	39
3	50
3	51
3	54
3	56
3	57
3	58
3	59
3	67
3	70
3	75
3	76
3	81
3	87
3	100
3	106
3	108
3	112
3	125
3	132
3	150
3	156
4	0
4	3
4	6
4	12
4	25
4	31
4	50
4	56
4	62
4	68
4	100
4	143
5	0
5	6
5	137
6	0
6	1
6	2
6	3
6	4
6	7
6	13
6	15
6	19
6	25
6	29
6	37
6	38
6	41
6	50
6	51
6	52
6	53
6	54
6	57
6	62
6	63
6	68
6	75
6	79
6	87
6	100
6	101
6	104
6	112
6	113
6	150
6	165
6	187
7	0
7	3
7	15
7	25
7	40
7	50
7	53
7	56
7	62
7	78
7	125
7	150
7	187
8	0
8	3
8	25
8	50
8	75
9	0
9	1
9	2
9	3
9	13
9	25
9	37
9	38
9	50
9	51
9	75
9	87
9	88
9	137
10	0
10	25
10	50
11	50
12	0
12	1
12	2
12	3
12	4
12	5
12	6
12	7
12	9
12	10
12	25
12	26
12	27
12	28
12	30
12	32
12	41
12	50
12	51
12	52
12	53
12	54
12	56
12	57
12	59
12	68
12	75
12	76
12	78
12	81
12	100
12	134
12	150
12	151
12	157
12	159
13	0
13	1
13	2
13	3
13	6
13	9
13	25
13	26
13	28
13	34
13	37
13	50
13	56
13	62
13	75
13	78
13	100
13	134
13	156
14	3
14	50
14	78
14	150
15	0
15	1
15	6
15	25
15	26
15	31
15	37
15	50
15	51
15	52
15	53
15	56
15	75
15	76
15	77
15	100
15	101
15	107
15	150
15	151
16	0
16	51
16	75
16	106
16	150
16	175
17	0
17	56
18	0
18	1
18	3
18	28
18	50
18	51
18	76
18	82
19	0
19	3
19	9
19	28
19	50
19	103
19	175
20	0
20	100
21	0
21	1
21	2
21	25
21	50
21	51
21	75
21	77
22	51
23	2
23	25
23	50
23	62
25	0
25	1
25	2
25	3
25	4
25	5
25	6
25	7
25	8
25	10
25	12
25	13
25	14
25	15
25	16
25	18
25	27
25	28
25	46
25	50
25	51
25	53
25	56
25	57
25	62
25	63
25	64
25	65
25	66
25	75
25	76
25	81
25	100
25	101
25	102
25	103
25	106
25	109
25	112
25	138
25	150
25	156
25	188
26	0
26	3
26	4
26	6
26	9
26	12
26	50
26	56
26	57
26	62
26	100
26	106
26	150
26	156
26	159
27	0
27	3
27	6
27	16
27	25
27	50
27	59
27	100
27	106
27	150
28	0
28	1
28	6
28	7
28	12
28	13
28	50
28	51
28	56
28	57
28	62
28	100
28	101
28	113
28	115
28	150
28	162
28	163
29	0
29	3
29	6
29	12
29	25
29	150
30	0
30	6
30	18
30	156
31	1
31	3
31	6
31	7
31	13
31	37
31	50
31	51
31	53
31	57
31	100
31	150
32	0
32	3
32	12
32	50
32	78
32	102
33	0
34	50
34	51
34	57
34	100
35	50
35	150
37	0
37	1
37	2
37	3
37	6
37	7
37	9
37	25
37	50
37	51
37	52
37	53
37	54
37	56
37	100
37	102
37	103
37	106
37	150
37	156
37	182
38	0
38	56
38	75
38	100
39	0
40	0
40	1
40	3
40	6
40	32
40	50
40	51
40	56
40	62
40	100
40	103
41	0
41	50
42	6
42	50
43	1
43	53
44	3
44	4
44	100
45	0
46	100
47	0
50	0
50	1
50	3
50	4
50	6
50	7
50	9
50	12
50	13
50	18
50	21
50	25
50	26
50	28
50	29
50	43
50	51
50	52
50	75
50	100
50	101
50	103
50	104
50	106
50	137
50	138
51	0
51	6
51	9
51	12
51	18
51	25
51	31
51	50
51	53
51	84
51	100
52	0
52	12
53	0
53	1
53	6
53	12
53	13
53	18
53	25
53	26
53	31
53	32
53	37
53	50
53	52
53	100
53	101
53	106
53	125
54	0
54	37
54	75
55	12
55	100
56	0
56	2
56	12
56	15
56	25
56	26
56	50
56	51
56	100
56	101
58	12
58	25
58	75
59	0
59	1
59	139
60	50
60	140
61	0
62	1
62	2
62	3
62	4
62	12
62	25
62	28
62	31
62	75
62	103
62	125
62	131
63	6
63	25
63	100
64	0
64	3
65	0
65	1
65	7
66	0
67	6
68	0
68	1
68	15
68	26
68	101
68	150
71	0
75	0
75	1
75	4
75	12
75	15
75	16
75	18
75	19
75	50
75	63
75	154
76	0
76	3
76	6
76	56
76	100
76	103
77	65
78	0
78	1
78	6
78	50
78	56
78	100
78	102
79	0
81	0
81	1
81	101
84	0
86	0
87	0
87	1
87	6
87	7
87	9
87	31
88	56
88	103
88	109
90	0
90	25
90	107
93	0
96	150
100	0
100	1
100	2
100	3
100	4
100	6
100	7
100	9
100	10
100	12
100	13
100	15
100	16
100	23
100	25
100	26
100	27
100	28
100	32
100	33
100	35
100	50
100	51
100	53
100	56
100	58
100	62
100	64
100	66
100	68
100	75
100	76
100	79
100	81
100	84
100	90
100	107
100	150
100	175
101	0
101	1
101	2
101	3
101	6
101	12
101	18
101	25
101	37
101	50
101	56
101	75
101	100
102	0
102	9
102	18
102	34
102	75
102	96
103	0
103	1
103	6
103	7
103	12
103	18
103	19
103	25
103	26
103	31
103	40
103	50
103	51
103	52
103	56
103	57
103	63
103	76
103	81
103	82
103	112
104	0
104	18
104	25
104	50
105	0
105	50
106	0
106	1
106	12
106	24
106	25
106	27
106	37
106	50
106	53
106	56
106	62
106	78
106	87
107	0
107	12
108	13
108	25
109	0
109	1
109	25
109	37
109	50
109	76
110	75
112	0
112	1
112	3
112	4
112	6
112	7
112	25
112	26
112	28
112	31
112	34
112	38
112	48
112	50
112	51
112	53
112	56
112	59
112	75
112	76
112	79
112	106
113	0
113	3
113	6
113	25
113	50
113	59
114	0
114	53
114	112
115	50
115	51
115	56
115	57
115	62
115	75
115	81
116	0
116	6
116	56
118	0
118	2
118	25
118	26
118	28
118	50
118	51
118	76
118	79
119	59
121	25
125	0
125	1
125	3
125	4
125	6
125	7
125	9
