# Directed graph: G_er.txt_5000.txt 
# Nodes: 5000 Edges: 25000
# FromNodeId	ToNodeId
0	335
0	2543
0	3417
0	4277
1	773
1	1248
1	3421
1	3938
2	2614
2	2679
2	3791
2	4434
3	503
3	1412
3	2251
3	2625
3	3981
3	4202
5	1851
5	2219
5	2563
5	2804
5	3279
5	3588
5	3909
6	645
6	2364
6	4429
6	4832
7	1168
7	1500
7	1729
7	2977
7	3769
7	3939
7	4421
7	4426
8	681
8	1416
8	2766
8	3745
9	209
9	292
9	484
9	1059
9	1428
9	2444
9	3212
9	3918
9	4054
9	4310
9	4450
10	46
10	978
10	984
10	2343
10	2912
10	2931
11	195
11	871
11	1603
11	1747
11	2863
11	4502
13	834
13	1039
13	1264
13	2010
13	3037
13	3398
13	3591
13	3603
13	4767
14	82
14	88
14	1675
14	3003
14	3509
15	285
15	956
15	1620
15	1646
15	2760
15	3789
15	3860
16	2720
16	3539
16	4456
16	4966
17	647
17	809
17	969
17	2814
17	2980
17	3006
18	13
18	441
18	3049
19	3140
19	3324
19	3371
19	3772
19	3978
19	4012
19	4030
19	4994
20	121
20	389
20	1097
20	1377
20	1446
20	1740
20	2543
20	4444
20	4910
21	1525
21	2228
21	2510
21	4686
21	4823
22	2630
22	3315
22	3666
22	4062
23	1424
23	1557
23	2204
23	2305
23	3647
23	4798
24	1907
24	2218
24	3709
24	4154
24	4213
24	4833
25	579
25	1212
26	628
26	1389
26	3506
26	3554
27	2577
27	3188
28	2514
28	2732
28	3262
28	3878
29	243
29	353
29	1622
29	4296
29	4975
31	413
31	867
31	3400
32	1751
32	1930
32	2378
32	3360
32	3501
33	2908
33	4536
34	725
34	1788
34	2423
34	2477
34	4576
34	4964
35	2169
35	2762
35	2841
35	3665
35	3682
35	4884
36	1185
36	2578
36	3262
36	3489
36	3592
36	3932
36	4385
37	1203
37	3677
37	4418
37	4996
38	1365
38	1533
38	1682
38	2778
38	2916
38	3258
38	4300
38	4323
39	567
39	595
39	1066
40	447
40	1133
40	2036
40	2340
40	2719
40	3242
40	3962
40	4825
41	272
41	478
41	3617
42	1686
42	3337
42	4192
42	4602
43	267
43	474
43	1019
43	1469
43	1706
43	2576
43	3199
44	7
44	405
44	1388
44	1913
44	2549
44	4228
44	4694
45	540
45	2463
45	3285
45	4339
45	4437
45	4548
46	1231
46	1689
46	1703
46	1883
47	2069
47	4755
48	76
48	2287
48	2738
48	4069
48	4757
49	649
49	724
49	853
49	1332
49	1882
49	2537
49	3888
49	4689
49	4976
50	801
50	2327
51	810
51	923
51	954
51	1104
51	1264
51	2635
51	3212
51	4914
52	422
52	4022
52	4494
53	2227
53	2627
53	4986
54	3488
54	3545
54	4888
55	313
55	377
55	3237
55	4301
55	4562
56	517
56	3225
56	3377
56	3890
56	4392
56	4564
56	4921
57	1032
57	2364
57	2380
57	4015
57	4352
58	21
58	467
58	482
58	779
58	1103
58	1775
59	2169
59	2805
59	3978
60	448
60	901
60	1972
60	2268
60	3659
60	4318
60	4990
61	638
61	641
61	2107
61	2972
61	3567
61	4117
61	4147
62	513
62	2133
62	3377
63	921
63	2278
63	4069
64	110
64	744
64	3088
64	4162
65	823
65	3243
65	3811
65	4848
66	490
66	1295
66	2863
66	4259
67	1013
67	2161
67	3750
67	3764
67	4233
68	496
68	2561
68	3074
69	428
69	1885
69	2467
69	3291
69	3382
69	4570
70	165
70	811
70	1448
70	1574
70	2552
70	3007
70	3451
70	4376
71	1963
71	2761
72	1014
72	2272
73	442
73	1151
73	1152
73	1240
73	1888
73	3272
73	4626
74	549
74	1408
74	2493
74	2534
74	2808
74	4226
