# Undirected graph (each unordered pair of nodes is saved once): G_pa.txt_1000.txt
# Nodes: 1000 Edges: 4985
# NodeId	NodeId
0	1
0	2
0	3
0	4
0	5
0	7
0	8
0	11
0	15
0	22
0	25
0	27
0	32
0	36
0	37
0	44
0	49
0	59
0	78
0	89
0	107
0	181
0	210
0	248
0	278
0	324
0	336
0	350
0	400
0	402
0	425
0	482
0	519
0	530
0	539
0	567
0	596
0	663
0	690
0	726
0	768
0	826
0	882
1	2
1	3
1	4
1	5
1	6
1	7
1	8
1	9
1	10
1	11
1	12
1	13
1	14
1	19
1	20
1	22
1	29
1	30
1	31
1	32
1	33
1	34
1	38
1	40
1	43
1	44
1	46
1	47
1	50
1	53
1	61
1	64
1	65
1	67
1	76
1	79
1	80
1	105
1	111
1	117
1	118
1	129
1	133
1	138
1	139
1	144
1	147
1	149
1	154
1	165
1	167
1	169
1	171
1	180
1	186
1	193
1	206
1	208
1	229
1	233
1	234
1	238
1	288
1	296
1	300
1	318
1	322
1	324
1	328
1	330
1	333
1	334
1	363
1	384
1	390
1	405
1	406
1	415
1	427
1	437
1	438
1	473
1	485
1	499
1	501
1	516
1	522
1	545
1	558
1	569
1	614
1	615
1	622
1	635
1	649
1	656
1	661
1	686
1	698
1	765
1	793
1	820
1	840
1	842
1	851
1	857
1	888
1	904
1	913
1	929
1	930
1	932
1	939
1	955
1	961
1	991
2	3
2	4
2	5
2	6
2	9
2	11
2	15
2	16
2	17
2	18
2	21
2	31
2	33
2	36
2	45
2	49
2	57
2	64
2	65
2	73
2	74
2	75
2	76
2	91
2	93
2	97
2	106
2	116
2	125
2	126
2	130
2	133
2	136
2	140
2	141
2	145
2	146
2	148
2	156
2	158
2	161
2	163
2	164
2	171
2	176
2	178
2	183
2	194
2	198
2	219
2	221
2	226
2	234
2	236
2	241
2	244
2	255
2	261
2	262
2	265
2	266
2	274
2	280
2	287
2	292
2	295
2	349
2	351
2	357
2	368
2	377
2	383
2	384
2	387
2	388
2	395
2	402
2	403
2	417
2	426
2	488
2	489
2	505
2	506
2	515
2	525
2	548
2	583
2	613
2	646
2	659
2	672
2	705
2	736
2	777
2	782
2	787
2	799
2	814
2	839
2	855
2	880
2	882
2	913
2	918
2	919
2	931
2	963
2	964
2	968
2	989
3	4
3	5
3	6
3	7
3	9
3	10
3	11
3	12
3	13
3	15
3	17
3	19
3	21
3	23
3	24
3	25
3	27
3	28
3	33
3	34
3	35
3	37
3	40
3	42
3	43
3	45
3	50
3	54
3	55
3	56
3	59
3	63
3	64
3	69
3	71
3	77
3	83
3	90
3	92
3	95
3	98
3	99
3	100
3	105
3	111
3	116
3	118
3	120
3	124
3	136
3	137
3	142
3	151
3	152
3	154
3	155
3	166
3	167
3	170
3	187
3	197
3	203
3	214
3	223
3	227
3	238
3	242
3	264
3	265
3	270
3	282
3	286
3	303
3	322
3	333
3	339
3	352
3	353
3	359
3	361
3	367
3	378
3	380
3	385
3	401
3	407
3	436
3	442
3	446
3	466
3	467
3	476
3	480
3	495
3	505
3	510
3	517
3	518
3	528
3	541
3	560
3	571
3	574
3	578
3	582
3	606
3	641
3	655
3	657
3	670
3	703
3	724
3	736
3	738
3	739
3	745
3	747
3	763
3	770
3	778
3	788
3	806
3	811
3	818
3	863
3	889
3	924
3	929
3	952
3	979
3	981
3	982
4	5
4	6
4	8
4	13
4	18
4	24
4	32
4	34
4	36
4	38
4	39
4	42
4	50
4	55
4	56
4	65
4	67
4	71
4	81
4	84
4	85
4	92
4	94
4	98
4	99
4	111
4	126
4	140
4	168
4	175
4	182
4	187
4	194
4	201
4	202
4	203
4	205
4	212
4	234
4	254
4	256
4	266
4	287
4	294
4	328
4	330
4	331
4	336
4	354
4	360
4	374
4	382
4	398
4	417
4	426
4	428
4	433
4	443
4	474
4	481
4	488
4	507
4	556
4	581
4	588
4	593
4	627
4	639
4	650
4	660
4	710
4	725
4	737
4	745
4	834
4	890
4	894
4	917
4	918
4	941
4	981
5	6
5	7
5	8
5	9
5	10
5	12
5	15
5	16
5	20
5	21
5	30
5	35
5	43
5	59
5	63
5	75
5	77
5	90
5	100
5	107
5	126
5	130
5	148
5	149
5	157
5	158
5	178
5	190
5	200
5	209
5	210
5	243
5	258
5	277
5	296
5	305
5	314
5	320
5	323
5	409
5	479
5	484
5	491
5	492
5	496
5	497
5	500
5	509
5	528
5	579
5	591
5	630
5	632
5	643
5	653
5	724
5	728
5	781
5	817
5	825
5	831
5	861
5	900
5	995
6	7
6	8
6	11
6	13
6	17
6	30
6	44
6	49
6	65
6	75
6	80
6	82
6	88
6	90
6	107
6	108
6	115
6	132
6	134
6	142
6	159
6	167
6	177
6	180
6	190
6	197
6	228
6	231
6	295
6	296
6	302
6	313
6	314
6	316
6	330
6	338
6	363
6	367
6	390
6	414
6	435
6	453
6	468
6	470
6	474
6	503
6	573
6	616
6	632
6	644
6	670
6	695
6	713
6	755
6	777
6	815
6	830
6	836
6	856
6	864
6	915
7	9
7	10
7	17
7	18
7	23
7	24
7	26
7	28
7	45
7	46
7	51
7	59
7	63
7	73
7	95
7	99
7	102
7	108
7	113
7	141
7	143
7	192
7	208
7	224
7	308
7	339
7	368
7	369
7	372
7	393
7	441
7	474
7	490
7	509
7	536
7	540
7	542
7	547
7	632
7	645
7	656
7	738
7	796
7	815
7	874
7	901
7	949
8	10
8	14
8	18
8	19
8	22
8	23
8	26
8	35
8	37
8	39
8	41
8	47
8	48
8	52
8	55
8	57
8	58
8	70
8	72
8	79
8	114
8	138
8	145
8	157
8	174
8	176
8	183
8	200
8	211
8	217
8	227
8	232
8	250
8	281
8	305
8	318
8	326
8	352
8	364
8	369
8	379
8	406
8	432
8	459
8	474
8	492
8	493
8	519
8	525
8	532
8	554
8	558
8	579
8	589
8	600
8	601
8	605
8	634
8	663
8	705
8	743
8	749
8	750
8	782
8	819
8	905
9	12
9	13
9	14
9	17
9	20
9	21
9	24
9	26
9	33
9	35
9	38
9	39
9	40
9	45
9	50
9	53
9	54
9	57
9	68
9	70
9	72
9	89
9	93
9	96
9	104
9	107
9	110
9	112
9	115
9	123
9	132
9	139
9	155
9	160
9	171
9	174
9	183
9	190
9	192
9	195
9	202
9	210
9	216
9	221
9	222
9	229
9	235
9	247
9	283
9	295
9	298
9	300
9	302
9	309
9	315
9	324
9	339
9	355
9	368
9	372
9	379
9	386
9	389
9	393
9	399
9	410
9	411
9	420
9	438
9	444
9	501
9	520
9	522
9	557
9	568
9	580
9	594
9	597
9	620
9	625
9	630
9	635
9	642
9	648
9	655
9	668
9	673
9	734
9	739
9	761
9	798
9	806
9	809
9	829
9	869
9	881
9	914
9	939
9	951
9	956
10	12
10	16
10	39
10	40
10	48
10	54
10	64
10	83
10	92
10	98
10	105
10	123
10	153
10	201
10	250
10	251
10	265
10	340
10	376
10	382
10	411
10	478
10	525
10	558
10	612
10	639
10	650
10	676
10	738
10	758
10	850
10	891
11	14
11	22
11	27
11	29
11	31
11	32
11	35
